학교,체험처,체험처_위도,체험처_경도,학교_위도,학교_경도
소천중학교,울진군요트학교,36.69187,129.44664,36.94233953,129.0006938
소천중학교,한울에너지팜,37.0754149,129.3984471,36.94233953,129.0006938
순심여자중학교,칠곡 수학체험센터,36.0579935,128.3898448,35.98647718,128.3958253
순심여자중학교,호국유적지(평화기념관),36.036934,128.4118002,35.98647718,128.3958253
신광중학교,경상북도학생문화원,36.0735235,129.39151722903216,36.13077706,129.2639672
신광중학교,포항시 진로진학지원센터,36.0484407,129.3631031,36.13077706,129.2639672
신광중학교,포항시 진로진학지원센터,36.0484407,129.3631031,36.13077706,129.2639672
신광중학교,포항환경학교,36.13985,129.26106,36.13077706,129.2639672
신녕중학교,경산수학체험센터,35.8198801,128.7186019,36.04302173,128.7804921
신녕중학교,대구동부 경찰서형사과(재능기부),35.8731808,128.7275422,36.04302173,128.7804921
신녕중학교,반반협동조합,35.8697622,128.7318099,36.04302173,128.7804921
신녕중학교,삐삐가죽공예,35.825122,128.741329,36.04302173,128.7804921
신녕중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.04302173,128.7804921
신녕중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.04302173,128.7804921
신녕중학교,행복드림인재개발원,35.8718359,128.623812,36.04302173,128.7804921
신흥중학교,다솜인성개발 교육원 (진로 인성 캠프),36.0366253,129.3316231,35.96497037,129.4224437
쌍림중학교,미래인재교육원,35.847321699999995,128.58504502768838,35.68462812,128.2431018
쌍림중학교,평전도예,35.68346,128.22862,35.68462812,128.2431018
아포중학교,경상북도 메이커교육관,36.1113716,128.356324,36.15917383,128.2429083
아포중학교,경상북도 메이커교육관,36.1113716,128.356324,36.15917383,128.2429083
아포중학교,김천소방서,36.1216969,128.1299351,36.15917383,128.2429083
아포중학교,김천학생문화 예술센터,36.09132,128.23089,36.15917383,128.2429083
아화중학교,교보문고,35.9439693,128.56239009787706,35.90011301,129.0472989
아화중학교,대구 근대화골목 ,35.8723335,128.5958236,35.90011301,129.0472989
안강여자중학교,국립청소년해양수련원,36.4685589,129.4350989,35.99333192,129.2108268
안강여자중학교,미래인재개발원,35.8768012,128.5819249,35.99333192,129.2108268
안강여자중학교,안강전통시장,35.9910535,129.2205418,35.99333192,129.2108268
안강여자중학교,학생해양수련원,36.0918772,129.4172827,35.99333192,129.2108268
안계중학교,대구 동성로· 근대골목,35.87403,128.59715,36.38686212,128.4309268
안계중학교,목련관,36.1604688,128.2617196,36.38686212,128.4309268
안계중학교,목련관,36.1604688,128.2617196,36.38686212,128.4309268
안계중학교,문경새재,36.745462,128.0826921,36.38686212,128.4309268
안계중학교,의성작은영화관,36.3547522,128.6961357,36.38686212,128.4309268
안계중학교,"의성향교, 사천마을",36.34389,128.70155,36.38686212,128.4309268
압량중학교,국립청도숲체원,35.67868,128.98294,35.84381785,128.7614826
약목중학교,겨레문화사업단,35.9752,128.42343,36.03537499,128.3604432
약목중학교,행복드림인재개발원,35.8718359,128.623812,36.03537499,128.3604432
영광중학교,경북전문대,36.8097325,128.6217935,36.82869809,128.6201762
영광중학교,경북전문대,36.8097325,128.6217935,36.82869809,128.6201762
영광중학교,국립공원,36.8447838,128.5256316,36.82869809,128.6201762
영광중학교,산림치유원,36.8101562,128.4570897,36.82869809,128.6201762
영광중학교,자닮,36.9082578,128.5189174,36.82869809,128.6201762
영덕여자중학교,장계향문화체험 교육원,36.55488,129.1683,36.4131736,129.3745519
영동중학교,대구한의대학교,35.825122,128.741329,35.97778874,128.9465541
영동중학교,한국청소년 체험세상,35.7091262,128.6971309,35.97778874,128.9465541
영동중학교,한국청소년 체험세상,35.7091262,128.6971309,35.97778874,128.9465541
영안중학교,경주스마트미디어센터,35.8331602,129.2926403,35.91800235,129.0076986
영안중학교,산림환경연구원,35.7978652,129.2466563,35.91800235,129.0076986
영안중학교,포항공과대학교,36.0120126,129.3242764,35.91800235,129.0076986
영주여자중학교 ,경북전문대,36.8097325,128.6217935,36.83207264,128.6106174
영주여자중학교 ,영주여자중학교 ,36.83016,128.60607,36.83207264,128.6106174
영주여자중학교 ,영주여자중학교 ,36.83016,128.60607,36.83207264,128.6106174
영해중학교,강구정보고등학교,36.37562,129.37399,36.54233749,129.4132252
영해중학교,국립청소년해양센터,36.4685589,129.4350989,36.54233749,129.4132252
예천중학교,예천천문우주센터,36.68384,128.47998,36.65176852,128.4603687
예천중학교,예천천문우주센터,36.68384,128.47998,36.65176852,128.4603687
오태중학교,경북 숲연구소,36.1249459,128.3340271,36.07176063,128.3540672
오태중학교,나다음에듀,35.8662683,128.6305281,36.07176063,128.3540672
오태중학교,나다음에듀,35.8662683,128.6305281,36.07176063,128.3540672
옥계동부중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.13905171,128.4261707
옥계동부중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.13905171,128.4261707
옥계중학교,미래인재교육원,35.847321699999995,128.58504502768838,36.13852781,128.410856
옥계중학교,스프링캠프,35.8100628,128.5274016,36.13852781,128.410856
왜관중학교,국제문화센터,36.0791924,128.4123174,35.98533291,128.4045326
왜관중학교,다원에듀테크,35.9927198,128.3872542,35.98533291,128.4045326
왜관중학교,달보드레,36.1525216,128.3135303,35.98533291,128.4045326
왜관중학교,정인에듀,35.9927198,128.3872542,35.98533291,128.4045326
왜관중학교,정인에듀,35.9927198,128.3872542,35.98533291,128.4045326
용궁중학교,달소반공방,36.6547,128.4521,36.61022138,128.2751173
용궁중학교,문경교육청,36.6312457,128.2058608,36.61022138,128.2751173
용궁중학교,씨티락볼링장,36.5561924,128.5065299,36.61022138,128.2751173
용궁중학교,안동수학체험센터,36.557593,128.5149313,36.61022138,128.2751173
용궁중학교,예천교육청,36.6665581,128.4625649,36.61022138,128.2751173
용궁중학교,예천진호 국제양궁장,36.6547,128.4521,36.61022138,128.2751173
용궁중학교,예천천문우주센터,36.68384,128.47998,36.61022138,128.2751173
용궁중학교,임하댐 수상레저,36.5673991,128.9199738,36.61022138,128.2751173
용궁중학교,팜엔팜 커피스토리,36.6547,128.4521,36.61022138,128.2751173
용암중학교 ,고령고등학교,35.73209,128.25741,35.84136913,128.314491
용암중학교 ,국립칠곡숲체원,36.0791924,128.4123174,35.84136913,128.314491
용암중학교 ,금수문화마을,35.9250297,128.1205093,35.84136913,128.314491
용암중학교 ,금오산 탐방길,36.1208535,128.3158263,35.84136913,128.314491
용암중학교 ,대가야 체험센터,35.73209,128.25741,35.84136913,128.314491
용암중학교 ,대가야 체험센터,35.73209,128.25741,35.84136913,128.314491
용암중학교 ,영천전자고,36.04192,128.90392,35.84136913,128.314491
용암중학교 ,하하수미 농촌교육장,35.97119,128.3058,35.84136913,128.314491
울진중학교,울진 연호 문화 센터,36.9936259,129.4032918,36.99395651,129.4051086
울진중학교,울진 연호 문화 센터,36.9936259,129.4032918,36.99395651,129.4051086
월성중학교,(사)경주최부자민족정신선양회,35.8467302,129.219645,35.84182328,129.1763
월성중학교,경상북도교육청문화원,36.0720456,129.391512,35.84182328,129.1763
월성중학교,경주제과제빵,35.8719953,129.1953097,35.84182328,129.1763
월성중학교,미래인재교육원,35.847321699999995,128.58504502768838,35.84182328,129.1763
월성중학교,우와또와농장,35.93591,129.28856,35.84182328,129.1763
유강중학교,경상북도교육청 문화원,36.0720456,129.391512,36.00900446,129.3181196
유강중학교,"경주도자기공방, 포항교육지원청",36.0972877,129.37438319321308,36.00900446,129.3181196
유강중학교,포스코,36.0129726,129.369643,36.00900446,129.3181196
율곡중학교,구미경찰학교,36.1188414,128.3470946,36.12191192,128.1859834
율곡중학교,국립대구과학관,35.6890758,128.466722,36.12191192,128.1859834
율곡중학교,국립종자원,36.12628545,128.19291404888932,36.12191192,128.1859834
율곡중학교,김천소방서,36.1216969,128.1299351,36.12191192,128.1859834
율곡중학교,녹색미래과학관,36.1245979,128.18457853174817,36.12191192,128.1859834
율곡중학교,대구지방법원 김천지원,36.07783,128.09022,36.12191192,128.1859834
율곡중학교,삼대두부공방,36.124497,128.0221553,36.12191192,128.1859834
은풍중학교,신라식물원,36.68384,128.47998,36.7507961,128.4375006
은풍중학교,예천곤충생태원,36.8101562,128.4570897,36.7507961,128.4375006
은풍중학교,예천소방서,36.68384,128.47998,36.7507961,128.4375006
은풍중학교,예천우주천문관,36.68384,128.47998,36.7507961,128.4375006
의흥중학교,경상북도교육청 남부메이커교육센터,36.1113716,128.356324,36.17476864,128.7211368
의흥중학교,소풍공방,35.82152,128.42451,36.17476864,128.7211368
의흥중학교,앤디스코나커피공장,36.2688365,128.5652316,36.17476864,128.7211368
의흥중학교,풀빛공방,36.07075,128.65745,36.17476864,128.7211368
인동중학교,경상북도교육청메이커교육관,36.1113716,128.356324,36.10931541,128.4288808
인동중학교,에이블,36.0751451,128.3934432,36.10931541,128.4288808
인동중학교,한국청소년 체험세상,35.7091262,128.6971309,36.10931541,128.4288808
인동중학교,한국청소년 체험세상,35.7091262,128.6971309,36.10931541,128.4288808
인동중학교,행복드림인재개발원,35.8718359,128.623812,36.10931541,128.4288808
인동중학교,행복한교육총연합회,35.8566739,128.6029157,36.10931541,128.4288808
자인중학교,경산소방서,35.83834935,128.76951226991162,35.81989055,128.8217723
자인중학교,마테우리승마장,35.82159,128.82356,35.81989055,128.8217723
자인중학교,삐삐가죽공예,35.825122,128.741329,35.81989055,128.8217723
자인중학교,호산대,35.8752651,128.6769886,35.81989055,128.8217723
자인중학교,호산대,35.8752651,128.6769886,35.81989055,128.8217723
장산중학교,경산시립박물관,35.8149088,128.7634874,35.81897414,128.7303219
장산중학교,대구과학관,35.6890758,128.466722,35.81897414,128.7303219
장산중학교,대구아쿠아리움,35.8765658,128.6262441,35.81897414,128.7303219
장산중학교,미래인재교육원,35.847321699999995,128.58504502768838,35.81897414,128.7303219
장산중학교,삼성현 역사문화공원,35.8011788,128.7991059,35.81897414,128.7303219
장산중학교,청도운문산숲체원,35.67868,128.98294,35.81897414,128.7303219
장산중학교,한국청소년 진로개발원,35.8738161,128.6403593,35.81897414,128.7303219
장흥중학교,경상북도교육청문화원,36.0720456,129.391512,36.0858103,129.3869383
장흥중학교,경주국립박물관,35.8289938,129.2216496,36.0858103,129.3869383
장흥중학교,경주임실치즈학교,35.7463,129.18683,36.0858103,129.3869383
죽변중학교,교육청주관 (국립해양과학관),37.0749605,129.4052629,37.06528825,129.4213289
지보중학교,경북메이커교육관,36.1113716,128.356324,36.54505552,128.3881786
지보중학교,경북북부메이커센터,36.1113716,128.356324,36.54505552,128.3881786
지보중학교,"문경모심정,카트월드",36.692616,128.1167087,36.54505552,128.3881786
지보중학교,안동산림항공관리소,36.5420192,128.7266552,36.54505552,128.3881786
지보중학교,영주미소머금고,36.8447838,128.5256316,36.54505552,128.3881786
지보중학교,예천JS바리스타학원,36.6570433,128.4540112,36.54505552,128.3881786
지보중학교,예천순수애천연공방,36.6520861,128.4402674,36.54505552,128.3881786
지품중학교,강구정보고 크리에이터팩토리센터,36.37562,129.37399,36.450434,129.283436
지품중학교,강구정보고 크리에이터팩토리센터,36.37562,129.37399,36.450434,129.283436
지품중학교,영덕 옹기체험장,36.45856,129.25209,36.450434,129.283436
지품중학교,영덕 지품 체리농장,36.40129,129.40077,36.450434,129.283436
지품중학교,영덕소방서 안전체험장,36.4157398,129.372212,36.450434,129.283436
지품천중학교,국립김천치유의숲,35.8523449,128.0021048,35.91764637,127.9631045
지품천중학교,국립종자원,36.12628545,128.19291404888932,35.91764637,127.9631045
지품천중학교,김천대학,36.1359812,128.0937651,35.91764637,127.9631045
지품천중학교,김천소방서,36.1216969,128.1299351,35.91764637,127.9631045
지품천중학교,도문요,36.0652038,128.1743731,35.91764637,127.9631045
지품천중학교,로제니아호텔,36.07783,128.09022,35.91764637,127.9631045
지품천중학교,앙젤리크 카카오,36.1256857,128.094475,35.91764637,127.9631045
진량중학교,지오펀,35.8639697,128.6180897,35.87727334,128.8110155
진량중학교,지오펀,35.8639697,128.6180897,35.87727334,128.8110155
진량중학교,한국청소년 진로개발원,35.8738161,128.6403593,35.87727334,128.8110155
진보중학교,뉴델리베이커리,36.62417,128.76605,36.53283897,129.0414663
진보중학교,수다여왕,36.655143,128.4558053,36.53283897,129.0414663
진보중학교,청송교육지원청 주관,36.4354407,129.0562952,36.53283897,129.0414663
진평중학교,구미대학교,36.1261319,128.3572398,36.09501035,128.4218139
창포중학교,포스코,36.0129726,129.369643,36.06592065,129.3690432
창포중학교,포항사청소년재단,36.0427183,129.3675923,36.06592065,129.3690432
천생중학교,미래인재교육원,35.847321699999995,128.58504502768838,36.09007828,128.4377035
청도중학교,CGV영화관 대구미술관,35.8297682,128.7055177,35.64073632,128.7479311
청도중학교,운문산생태탐 방안내센터,35.74829,128.96022,35.64073632,128.7479311
청송중학교,안동수학체험센터,36.557593,128.5149313,36.43000334,129.0576987
청통중학교,경주화백컨벤션센터,35.8358871,129.2844338,35.99118178,128.8246667
청통중학교,남부미래교육관,35.8198801,128.7186019,35.99118178,128.8246667
청통중학교,대구학생문화센터,35.848186,128.530687,35.99118178,128.8246667
청통중학교,대구한의대학교,35.825122,128.741329,35.99118178,128.8246667
청통중학교,디지스트,35.70414005000001,128.45792036207115,35.99118178,128.8246667
청통중학교,버섯마을농장,36.0507622,129.1952544,35.99118178,128.8246667
청통중학교,별빛꽃농원,35.92362,128.89645,35.99118178,128.8246667
청통중학교,보강곤충농원,35.98381,129.05957,35.99118178,128.8246667
청통중학교,영천농업기술센터,35.9410495,128.9295368,35.99118178,128.8246667
청통중학교,영천전통시장,35.9414261,128.9001449,35.99118178,128.8246667
청통중학교,카툰 카페,35.8783197,128.7263048,35.99118178,128.8246667
청통중학교,한국와인,35.92362,128.89645,35.99118178,128.8246667
청통중학교,홀스드림파크,35.99501,128.826,35.99118178,128.8246667
청하중학교,공방 그루,36.0161658,129.3595216,36.19465393,129.335806
초전중학교,김천학생야영장,35.91667,127.96581,35.97707649,128.2641006
초전중학교,백세각,35.99147,128.25212,35.97707649,128.2641006
축산중학교,장계향 두들마을,36.55488,129.1683,36.51351428,129.4063797
축산중학교,장사해수욕장 ,36.28492,129.36317,36.51351428,129.4063797
축산중학교,해양청소년센터,36.4685589,129.4350989,36.51351428,129.4063797
축산중학교,해양청소년센터,36.4685589,129.4350989,36.51351428,129.4063797
춘양중학교,백두대간 수목원,36.9788,128.73334,36.94786297,128.914111
춘양중학교,봉화목재문화체험장,36.9095856,128.7985616,36.94786297,128.914111
춘양중학교,"분천역, 양원역",36.91711,129.03944,36.94786297,128.914111
춘양중학교,영주볼링장,36.8161518,128.619951,36.94786297,128.914111
춘양중학교,해오름영농조합법인(물야),36.9788,128.73334,36.94786297,128.914111
춘양중학교서벽분교장,봉화목재문화체험장,36.9095856,128.7985616,37.01180323,128.8273753
춘양중학교서벽분교장,영주 소백도예,36.8263374,128.6258582,37.01180323,128.8273753
춘양중학교서벽분교장,온교육 영주지사,36.8198211,128.6355213,37.01180323,128.8273753
춘양중학교서벽분교장,해오름영농조합법인(물야),36.9788,128.73334,37.01180323,128.8273753
포항여자중학교 ,포항여자중학교 ,36.0506277,129.3640154,36.05313299,129.3622002
포항여자중학교 ,포항여자중학교 ,36.0506277,129.3640154,36.05313299,129.3622002
포항여자중학교 ,포항여자중학교 ,36.0506277,129.3640154,36.05313299,129.3622002
포항중학교,경북교육청,36.0432764,129.3580264,36.04956264,129.3660959
포항중학교,포항북CGV,36.0407438,129.36817245690702,36.04956264,129.3660959
포항중학교,포항시청소년 수련관,36.0427183,129.3675923,36.04956264,129.3660959
풍기중학교,안동 유교랜드&놀팍,36.5540854,128.7544163,36.87028488,128.5315522
풍기중학교,안동 유교랜드&놀팍,36.5540854,128.7544163,36.87028488,128.5315522
풍기중학교,영주 미소머금고,36.8447838,128.5256316,36.87028488,128.5315522
풍기중학교,영주 미소머금고,36.8447838,128.5256316,36.87028488,128.5315522
풍기중학교,영주 선비도서관,36.8190199,128.6071886,36.87028488,128.5315522
풍기중학교,영주 선비도서관,36.8190199,128.6071886,36.87028488,128.5315522
풍기중학교,영주국유림관리소,36.805685,128.624054,36.87028488,128.5315522
풍기중학교,영주국유림관리소,36.805685,128.624054,36.87028488,128.5315522
풍기중학교,영주선비촌한과,36.8411052,128.5905771,36.87028488,128.5315522
풍기중학교,영주선비촌한과,36.8411052,128.5905771,36.87028488,128.5315522
풍기중학교,영주시청소년문화의집,36.8277038,128.6256097,36.87028488,128.5315522
풍기중학교,영주시청소년문화의집,36.8277038,128.6256097,36.87028488,128.5315522
풍기중학교,의성안전체험관,36.4494762,128.3565875,36.87028488,128.5315522
풍기중학교,의성안전체험관,36.4494762,128.3565875,36.87028488,128.5315522
풍산중학교,하회세계탈박물관,36.5425816,128.5252527,36.58414665,128.5665358
하양여자중학교,우리맘연구소,35.8594722,128.6261407,35.92967651,128.826076
하양여자중학교,우리맘연구소,35.8594722,128.6261407,35.92967651,128.826076
하양여자중학교,한국청소년 체험세상,35.7091262,128.6971309,35.92967651,128.826076
하양여자중학교,한국청소년 체험세상,35.7091262,128.6971309,35.92967651,128.826076
한일여자중학교,김천교육지원청,36.1211655,128.1183869,36.13774035,128.0958438
한일여자중학교,민주평화통일자문위원회 김천협의회,36.1181018,128.1238108,36.13774035,128.0958438
한일여자중학교,이종인골프,36.1304176,128.1145128,36.13774035,128.0958438
한일여자중학교,정인에듀,35.9927198,128.3872542,36.13774035,128.0958438
한일여자중학교,키핑클래스,35.8697718,128.5937342,36.13774035,128.0958438
해마루중학교,이월드,35.8522393,128.5623122,36.13959681,128.4328884
해평중학교,경북체육고,35.81568,128.7389,36.19960113,128.3922014
해평중학교,그림책산책,36.1266139,128.3325234,36.19960113,128.3922014
해평중학교,대구보건대,35.9295402,128.5445106,36.19960113,128.3922014
해평중학교,은척양조장,36.5302303,128.0703614,36.19960113,128.3922014
해평중학교,흰터공방,36.1998392,128.3913747,36.19960113,128.3922014
현서중학교,글로벌인재개발연구원,35.820083,128.7311572,36.28145041,128.8986233
현서중학교,글로벌인재개발연구원,35.820083,128.7311572,36.28145041,128.8986233
현서중학교,의성목재 문화체험장,36.24219,128.85677,36.28145041,128.8986233
현서중학교,"조문국 박물관, 볼링장",36.2755002,128.6621957,36.28145041,128.8986233
현일중학교,경산수학체험센터,35.8198801,128.7186019,36.18720149,128.349288
현일중학교,상주청소년수련원,36.471686,128.1684718,36.18720149,128.349288
효령중학교,경북인공지능교육센터,36.3236472,128.5858425,36.15464034,128.5778532
효령중학교,경북지역경제교육센터,36.3236472,128.5858425,36.15464034,128.5778532
효령중학교,경산메이커교육센터,35.8198801,128.7186019,36.15464034,128.5778532
효령중학교,고지바위다목적센터,36.14663,128.59544,36.15464034,128.5778532
효령중학교,군위문화예술체험장,36.2444338,128.5633531,36.15464034,128.5778532
효령중학교,앤디스코나커피공장,36.2688365,128.5652316,36.15464034,128.5778532
후포중학교,국립청소년해양센터,36.4685589,129.4350989,36.68031187,129.4459375
후포중학교,국립해양과학관,37.0749605,129.4052629,36.68031187,129.4459375
후포중학교,울진발명교육센터,36.9499466,129.3791071,36.68031187,129.4459375
