학교명,체험처,주소,위도,경도
월성중학교,미래인재교육원,대구 남구 현충로 170,35.847321699999995,128.58504502768838
월성중학교,우와또와농장,경북 경주시 강동면 천강로 1228-130,35.93591,129.28856
유강중학교,경상북도교육청 문화원,경상북도 포항시 북구 환호로 50(양덕동),36.0720456,129.391512
유강중학교,"경주도자기공방, 포항교육지원청",경북 포항시 북구 삼흥로 416,36.097287699999995,129.37438319321308
유강중학교,"대구경북과학기술원(DGIST), 국립대구과학관",대구 달성군 현풍읍 테크노중앙대로 333,35.70414005000001,128.45792036207115
유강중학교,포스코,경상북도 포항시 남구 포스코대로 317(상도동),36.0129726,129.369643
율곡중학교,구미경찰학교,경북 구미시 송원동로 16,36.1188414,128.3470946
율곡중학교,국립대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20,35.6890758,128.466722
율곡중학교,국립종자원,경북 김천시 혁신8로 119,36.12628545,128.19291404888932
율곡중학교,김천소방서,경상북도 김천시 강변로 219(양천동),36.1216969,128.1299351
율곡중학교,녹색미래과학관,경상북도 김천시 혁신6로 31(율곡동),36.1245979,128.18457853174817
율곡중학교,대구지방법원 김천지원,경상북도 김천시 물망골길 39(삼락동),36.07783,128.09022
율곡중학교,삼대두부공방,경북 김천시 대항면 대룡1길 48-17,36.124497,128.0221553
은풍중학교,"경북교육연구원, 주토피움",경북 포항시 북구 우미길 93,36.0466577,129.3522640783187
은풍중학교,신라식물원,경상북도 예천군 감천면 충효로 1752,36.68384,128.47998
은풍중학교,예천곤충생태원,경상북도 예천군 효자면 은풍로 1046,36.8101562,128.4570897
은풍중학교,예천소방서,경상북도 예천군 감천면 충효로 1387,36.68384,128.47998
은풍중학교,예천우주천문관,경북 예천군 감천면 충효로 1078,36.68384,128.47998
의성중학교,화랑승마장,경북 경주시 현곡면 상구리 1078-2,35.89356,129.17407
의성중학교,화랑승마장,경북 경주시 현곡면 상구리 1078-2,35.89356,129.17407
의성중학교,화랑승마장,경북 경주시 현곡면 상구리 1078-2,35.89356,129.17407
의성중학교,화랑승마장,경북 경주시 현곡면 상구리 1078-2,35.89356,129.17407
의성중학교,화랑승마장,경북 경주시 현곡면 상구리 1078-2,35.89356,129.17407
의성중학교,화랑승마장,경북 경주시 현곡면 상구리 1078-2,35.89356,129.17407
의성중학교,화랑승마장,경북 경주시 현곡면 상구리 1078-2,35.89356,129.17407
의흥중학교,경상북도교육청 남부메이커교육센터,경북 구미시 박정희로 155,36.1113716,128.356324
의흥중학교,고지바위,경상북도 봉화군 봉성면 고지바위길 3,36.9076,128.80851
의흥중학교,소풍공방,경북 고령군 다산면 상곡길 85,35.82152,128.42451
의흥중학교,앤디스코나커피공장,경상북도 군위군 군위읍 대북길 132,36.2688365,128.5652316
의흥중학교,풀빛공방,경북 군위군 부계면 남산2길 8,36.07075,128.65745
인동중학교,경상북도교육청메이커교육관,경북 구미시 박정희로 155,36.1113716,128.356324
인동중학교,에이블,경북 칠곡군 석적읍 석적로 955-19,36.0751451,128.3934432
인동중학교,한국청소년 체험세상,경북 청도군 이서면 대곡길 324-50,35.7091262,128.6971309
인동중학교,한국청소년 체험세상,경북 청도군 이서면 대곡길 324-50,35.7091262,128.6971309
인동중학교,행복드림인재개발원,대구 동구 장등로 24,35.8718359,128.623812
인동중학교,행복한교육총연합회,대구 중구 대봉로 238,35.8566739,128.6029157
자인중학교,경산소방서,경상북도 경산시 압량읍 김유신로 12,35.83834935,128.76951226991162
자인중학교,뜨락,서울특별시 동작구 남부순환로 2073-1(사당동),37.4767722,126.9799844
자인중학교,마테우리승마장,경북 경산시 자인면 원효로156길 127,35.82159,128.82356
자인중학교,삐삐가죽공예,경북 경산시 백천길 69 ,35.825122,128.741329
자인중학교,호산대,대구광역시 동구 화랑로 155(효목동),35.8752651,128.6769886
자인중학교,호산대,대구광역시 동구 화랑로 155(효목동),35.8752651,128.6769886
장산중학교,경산시립박물관,경상북도 경산시 박물관로 46(사동),35.8149088,128.7634874
장산중학교,대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20,35.6890758,128.466722
장산중학교,대구아쿠아리움,대구 동구 동부로 149 ,35.8765658,128.6262441
장산중학교,미래인재교육원,대구 남구 현충로 170,35.847321699999995,128.58504502768838
장산중학교,삼성현 역사문화공원,경북 경산시 삼성현공원로 59,35.8011788,128.7991059
장산중학교,청도운문산숲체원,경상북도 청도군 운문면 운문로 755 KR,35.67868,128.98294
장산중학교,한국청소년 진로개발원,대구 수성구 화랑로 190-3,35.8738161,128.6403593
장흥중학교,경상북도교육청문화원,경상북도 포항시 북구 환호로 50(양덕동),36.0720456,129.391512
장흥중학교,경주국립박물관,경상북도 경주시 일정로 186(인왕동),35.8289938,129.2216496
장흥중학교,경주임실치즈학교,경상북도 경주시 내남면 내외로 1042,35.7463,129.18683
죽변중학교,교육청주관 (국립해양과학관),경북 울진군 죽변면 해양과학길 8,37.0749605,129.4052629
죽변중학교,안동대학교,경상북도 안동시 경동로 1375(송천동),36.5378416,128.8331283
죽변중학교,요트학교,경상남도 거제시 일운면 지세포해안로 43,34.832745,128.70251636340612
죽변중학교,행복한교육,대구 서구 평리로 348,35.8655965,128.5632995
지보중학교,경북메이커교육관,경북 구미시 박정희로 155,36.1113716,128.356324
지보중학교,경북북부메이커센터,경북 구미시 박정희로 155,36.1113716,128.356324
지보중학교,"문경모심정,카트월드",경북 문경시 마성면 봉생1길 13,36.692616,128.1167087
지보중학교,안동산림항공관리소,경상북도 안동시 바람이길 215(정하동),36.5420192,128.7266552
지보중학교,영주미소머금고,경북 영주시 봉현면 소백로 1727,36.8447838,128.5256316
지보중학교,예천JS바리스타학원,경북 예천군 예천읍 효자로 95,36.6570433,128.4540112
지보중학교,예천순수애천연공방,경북 예천군 예천읍 대심1길 42-5,36.6520861,128.4402674
지품중학교,강구정보고 크리에이터팩토리센터,경북 영덕군 강구면 신강구1길 45-5,36.37562,129.37399
지품중학교,강구정보고 크리에이터팩토리센터,경북 영덕군 강구면 신강구1길 45-5,36.37562,129.37399
지품중학교,안전체험관(의성),경북 의성군 다인면 자미로 492,36.4494762,128.3565875
지품중학교,영덕 옹기체험장,경상북도 영덕군 지품면 오천2길 38,36.45856,129.25209
지품중학교,영덕 지품 체리농장,경북 영덕군 강구면 하저리 355,36.40129,129.40077
지품중학교,영덕소방서 안전체험장,경북 영덕군 영덕읍 경동로 8401,36.4157398,129.372212
지품천중학교,국립김천치유의숲,경북 김천시 증산면 수도길 1237-89,35.8523449,128.0021048
지품천중학교,국립종자원,경북 김천시 혁신8로 119,36.12628545,128.19291404888932
지품천중학교,김천대학,경상북도 김천시 대학로 129(삼락동),36.1359812,128.0937651
지품천중학교,김천소방서,경상북도 김천시 강변로 219(양천동),36.1216969,128.1299351
지품천중학교,도문요,경북 김천시 농소면 벽봉로 1639-17,36.0652038,128.1743731
지품천중학교,로제니아호텔,경북 김천시 혁신3로 16 로제니아,36.07783,128.09022
지품천중학교,앙젤리크 카카오,경북 김천시 부곡길 58,36.1256857,128.094475
진량중학교,경북지역경제교육센터,경북 영주시 대학로 77,36.8097325,128.6217935
진량중학교,지오펀,대구 수성구 들안로 274,35.8639697,128.6180897
진량중학교,지오펀,대구 수성구 들안로 274,35.8639697,128.6180897
진량중학교,한국청소년 진로개발원,대구 수성구 화랑로 190-3,35.8738161,128.6403593
진보중학교,뉴델리베이커리,경북 안동시 퇴계로 253,36.62417,128.76605
진보중학교,메이커연구소,대구 북구 침산로 93,35.9019419,128.5887299
진보중학교,서각 연구소,경북 포항시 북구 용흥로 66,36.0456704,129.3482603
진보중학교,수다여왕,경북 예천군 예천읍 중앙로 24,36.655143,128.4558053
진보중학교,청송교육지원청 주관,경북 청송군 청송읍 군청로 25,36.4354407,129.0562952
진평중학교,구미대학교,경상북도 구미시 야은로 37(부곡동),36.1261319,128.3572398
창포중학교,우리맘연구소,대구 수성구 동대구로 386,35.8594722,128.6261407
창포중학교,㈜미래인재개발원,대구 중구 달성로 10,35.8768012,128.5819249
창포중학교,㈜한국청소년체험세상,대구 남구 명덕로 104,35.854606000000004,128.58106212579864
창포중학교,포스코,경상북도 포항시 남구 포스코대로 317(상도동),36.0129726,129.369643
창포중학교,포항사청소년재단,경북 포항시 북구 삼호로 533,36.0427183,129.3675923
천생중학교,미래인재교육원,대구 남구 현충로 170,35.847321699999995,128.58504502768838
청도중학교,CGV영화관 대구미술관,대구 수성구 유니버시아드로 140,35.8297682,128.7055177
청도중학교,운문산생태탐 방안내센터,경북 청도군 운문면 운문사길 55,35.74829,128.96022
청송중학교,안동수학체험센터,경상북도 안동시 풍천면 지풍로 1434-11,36.557593,128.5149313
청통중학교,경주화백컨벤션센터,경북 경주시 보문로 507,35.8358871,129.2844338
청통중학교,남부미래교육관,경상북도 경산시 삼성현로 110(옥산동),35.8198801,128.7186019
청통중학교,대구학생문화센터,대구광역시 달서구 용산로 181(용산동),35.848186,128.530687
청통중학교,대구한의대학교,경상북도 경산시 한의대로 1(유곡동),35.825122,128.741329
청통중학교,디지스트,대구 달성군 현풍읍 테크노중앙대로 333,35.70414005000001,128.45792036207115
청통중학교,버섯마을농장,경북 포항시 북구 기계면 학야길 17-30,36.0507622,129.1952544
청통중학교,별빛꽃농원,경북 영천시 금호읍 교대리 400-27,35.92362,128.89645
청통중학교,보강곤충농원,경북 영천시 고경면 배골길 145-218,35.98381,129.05957
청통중학교,수학체험센터,경상북도 안동시 풍천면 지풍로 1434-11,36.557593,128.5149313
청통중학교,영천농업기술센터,경상북도 영천시 천문로 622-13(오미동),35.9410495,128.9295368
청통중학교,영천전통시장,경상북도 영천시 금호읍 금호로 101,35.9414261,128.9001449
청통중학교,카툰 카페,대구 동구 이노밸리로 144,35.8783197,128.7263048
청통중학교,한국와인,경북 영천시 금호읍 창산길 100-44,35.92362,128.89645
청통중학교,홀스드림파크,경북 영천시 청통면 청통로 413-23,35.99501,128.826
청하중학교,공방 그루,경북 포항시 남구 상공로 266-2,36.0161658,129.3595216
초전중학교,김천학생야영장,경상북도 김천시 대덕면 대덕로 553,35.91667,127.96581
초전중학교,백세각,경상북도 성주군 초전면 고산1길 21-3,35.99147,128.25212
축산중학교,장계향 두들마을,경북 영양군 석보면 원리리 322,36.55488,129.1683
축산중학교,장사해수욕장 ,경북 영덕군 남정면 장사리,36.28492,129.36317
축산중학교,해양청소년센터,경북 영덕군 영덕읍 영덕대게로 911-44,36.4685589,129.4350989
축산중학교,해양청소년센터,경북 영덕군 영덕읍 영덕대게로 911-44,36.4685589,129.4350989
춘양중학교,백두대간 수목원,경상북도 봉화군 춘양면 문수로 2160-3,36.9788,128.73334
춘양중학교,봉화목재문화체험장,경북 봉화군 봉성면 구절로 151,36.9095856,128.7985616
춘양중학교,"분천역, 양원역",경북 봉화군 소천면 분천길 49,36.91711,129.03944
춘양중학교,영주볼링장,경북 영주시 지천로 77,36.8161518,128.619951
춘양중학교,해오름영농조합법인(물야),경북 봉화군 물야면 문수로 574-43,36.9788,128.73334
춘양중학교서벽분교장,봉화목재문화체험장,경북 봉화군 봉성면 구절로 151,36.9095856,128.7985616
춘양중학교서벽분교장,영농조합법인,경북 포항시 북구 흥해읍 용전길 17,36.1211591,129.3319336
춘양중학교서벽분교장,영주 소백도예,경북 영주시 중앙로 91-11,36.8263374,128.6258582
춘양중학교서벽분교장,온교육 영주지사,경북 영주시 남간로71번길 6,36.8198211,128.6355213
춘양중학교서벽분교장,해오름영농조합법인(물야),경북 봉화군 물야면 문수로 574-43,36.9788,128.73334
포항여자중학교 ,포항여자중학교 ,경상북도 포항시 북구 장미길 49(우현동),36.0506277,129.3640154
포항여자중학교 ,포항여자중학교 ,경상북도 포항시 북구 장미길 49(우현동),36.0506277,129.3640154
포항여자중학교 ,포항여자중학교 ,경상북도 포항시 북구 장미길 49(우현동),36.0506277,129.3640154
포항중학교,경북교육청,경상북도 포항시 북구 우미길 93(용흥동),36.0432764,129.3580264
포항중학교,경북전문대학교,경북 영주시 대학로 77,36.8097325,128.6217935
포항중학교,글로벌인재개발연구원,경북 경산시 강변서로 111 ,35.820083,128.7311572
포항중학교,안동대학교,경상북도 안동시 경동로 1375(송천동),36.5378416,128.8331283
포항중학교,포항북CGV,경북 포항시 북구 서동로 93,36.0407438,129.36817245690702
포항중학교,포항시청소년 수련관,경상북도 포항시 북구 삼호로 533(환호동),36.0427183,129.3675923
풍기중학교,김천녹색미래과학관,경상북도 김천시 혁신6로 31(율곡동),36.1245979,128.18457853174817
풍기중학교,김천녹색미래과학관,경상북도 김천시 혁신6로 31(율곡동),36.1245979,128.18457853174817
풍기중학교,안동 유교랜드&놀팍,경상북도 안동시 관광단지로 346-30(성곡동),36.5540854,128.7544163
풍기중학교,안동 유교랜드&놀팍,경상북도 안동시 관광단지로 346-30(성곡동),36.5540854,128.7544163
풍기중학교,영주 미소머금고,경북 영주시 봉현면 소백로 1727,36.8447838,128.5256316
풍기중학교,영주 미소머금고,경북 영주시 봉현면 소백로 1727,36.8447838,128.5256316
풍기중학교,영주 선비도서관,경북 영주시 영주로60번길 38,36.8190199,128.6071886
풍기중학교,영주 선비도서관,경북 영주시 영주로60번길 38,36.8190199,128.6071886
풍기중학교,영주국유림관리소,경북 영주시 반지미로 178,36.805685,128.624054
풍기중학교,영주국유림관리소,경북 영주시 반지미로 178,36.805685,128.624054
풍기중학교,영주선비촌한과,경북 영주시 창진로195번길 316,36.8411052,128.5905771
풍기중학교,영주선비촌한과,경북 영주시 창진로195번길 316,36.8411052,128.5905771
풍기중학교,영주시청소년문화의집,경북 영주시 광복로 63,36.8277038,128.6256097
풍기중학교,영주시청소년문화의집,경북 영주시 광복로 63,36.8277038,128.6256097
풍기중학교,의성안전체험관,경북 의성군 다인면 자미로 492,36.4494762,128.3565875
풍기중학교,의성안전체험관,경북 의성군 다인면 자미로 492,36.4494762,128.3565875
풍산중학교,국립청소년해양센터,경북 영덕군 영덕읍 영덕대게로 911-44,36.4685589,129.4350989
풍산중학교,하회세계탈박물관,경상북도 안동시 풍천면 전서로 206,36.5425816,128.5252527
풍앙중학교,북부메이커센터,경북 구미시 박정희로 155,36.1113716,128.356324
풍앙중학교,순수애천연공방,경북 예천군 예천읍 대심1길 42-5,36.6520861,128.4402674
풍앙중학교,신풍미술관,경북 예천군 지보면 신풍1리길 50,36.55224,128.39561
풍앙중학교,쌀아지매마을,경북 예천군 개포면 송담길 142-31,36.6143,128.36445
풍앙중학교,예천농산물 가공지원센터,경상북도 예천군 예천읍 지내길 10,36.6547,128.4521
풍앙중학교,"예천박물관, 예천천문우주센터, 선몽대, 석송령",경북 예천군 감천면 복골길 150,36.73414,128.51646
풍앙중학교,예천진호 국제양국장,경북 예천군 예천읍 양궁장길 38,36.6547,128.4521
풍앙중학교,㈜에이블,경북 칠곡군 석적읍 석적로 955-19,36.0751451,128.3934432
풍앙중학교,㈜온교육,대구 수성구 들안로28길 24-40,35.8425805,128.6198342
풍앙중학교,팜앤팜 커피스토리,경북 예천군 예천읍 군청앞길 1,36.6547,128.4521
풍앙중학교,한코두코손뜨개공방,경북 예천군 예천읍 대심1길 42-5,36.6520861,128.4402674
하양여자중학교,우리맘연구소,대구 수성구 동대구로 386,35.8594722,128.6261407
하양여자중학교,우리맘연구소,대구 수성구 동대구로 386,35.8594722,128.6261407
하양여자중학교,한국청소년 체험세상,경북 청도군 이서면 대곡길 324-50,35.7091262,128.6971309
하양여자중학교,한국청소년 체험세상,경북 청도군 이서면 대곡길 324-50,35.7091262,128.6971309
한일여자중학교,김천교육지원청,경상북도 김천시 충효길 19(성내동),36.1211655,128.1183869
한일여자중학교,남부미래교육관 남부메이커교육센터,경북 경산시 삼성현로 110,35.8198801,128.7186019
한일여자중학교,대한법률구조공단,서울특별시 서초구 법원로4길 17(서초동),37.4943296,127.0112746
한일여자중학교,민주평화통일자문위원회 김천협의회,경북 김천시 김천로 199,36.1181018,128.1238108
한일여자중학교,이종인골프,경북 김천시 조각공원길 412,36.1304176,128.1145128
한일여자중학교,정인에듀,경북 칠곡군 기산면 칠곡대로 1315,35.9927198,128.3872542
한일여자중학교,키핑클래스,대구 중구 중앙대로81길 14,35.8697718,128.5937342
해마루중학교,이월드,대구 달서구 두류공원로 200,35.8522393,128.5623122
해평중학교,경북체육고,경북 경산시 경안로 43,35.81568,128.7389
해평중학교,그림책산책,경북 구미시 원남로10길 19,36.1266139,128.3325234
해평중학교,대구보건대,대구광역시 북구 영송로 15(태전동),35.9295402,128.5445106
해평중학교,은척양조장,경북 상주시 은척면 봉중2길 16-9,36.5302303,128.0703614
해평중학교,흰터공방,경북 구미시 해평면 오상2길 6,36.1998392,128.3913747
현동중학교,꿈여울,대전광역시 동구 석천로 95-22(낭월동),36.2760893,127.4678351
현동중학교,꿈여울,대전광역시 동구 석천로 95-22(낭월동),36.2760893,127.4678351
현동중학교,꿈여울,대전광역시 동구 석천로 95-22(낭월동),36.2760893,127.4678351
현동중학교,사회적기업point,경북 영주시 구성로150번길 19,36.8070556,128.6293459
현동중학교,사회적기업point,경북 영주시 구성로150번길 19,36.8070556,128.6293459
현동중학교,사회적기업point,경북 영주시 구성로150번길 19,36.8070556,128.6293459
현동중학교,사회적기업point,경북 영주시 구성로150번길 19,36.8070556,128.6293459
현동중학교,사회적기업point,경북 영주시 구성로150번길 19,36.8070556,128.6293459
현동중학교,사회적기업point,경북 영주시 구성로150번길 19,36.8070556,128.6293459
현동중학교,사회적기업point,경북 영주시 구성로150번길 19,36.8070556,128.6293459
현동중학교,풀잎문화센터,경북 구미시 송정대로 46,36.1174458,128.3424815
현동중학교,풀잎문화센터,경북 구미시 송정대로 46,36.1174458,128.3424815
현서중학교,글로벌인재개발연구원,경북 경산시 강변서로 111 ,35.820083,128.7311572
현서중학교,글로벌인재개발연구원,경북 경산시 강변서로 111 ,35.820083,128.7311572
현서중학교,의성목재 문화체험장,경북 의성군 춘산면 금성현서로 1505,36.24219,128.85677
현서중학교,"조문국 박물관, 볼링장",경북 의성군 금성면 초전1길 83,36.2755002,128.6621957
현일중학교,경산수학체험센터,경북 경산시 삼성현로 110,35.8198801,128.7186019
현일중학교,상주청소년수련원,경북 상주시 북상주로 24-42,36.471686,128.1684718
화랑중학교,사단법인도산서원선비문화수련원,경북 안동시 도산면 토계리 726,36.74281,128.85162
환호여자중학교,한국청소년 체험세상,경북 청도군 이서면 대곡길 324-50,35.7091262,128.6971309
효령중학교,경북인공지능교육센터,경북 의성군 봉양면 봉호로 14,36.3236472,128.5858425
효령중학교,경북지역경제교육센터,경북 의성군 봉양면 봉호로 14,36.3236472,128.5858425
효령중학교,경산메이커교육센터,경북 경산시 삼성현로 110,35.8198801,128.7186019
효령중학교,경주라한셀렉트호텔 한국대중음악박물관,경북 경주시 보문로 338,35.85043735,129.27674984136357
효령중학교,고지바위다목적센터,경북 군위군 효령면 장군당1길 24-6,36.14663,128.59544
효령중학교,군위문화예술체험장,경북 군위군 군위읍 경북대로 3292,36.2444338,128.5633531
효령중학교,앤디스코나커피공장,경상북도 군위군 군위읍 대북길 132,36.2688365,128.5652316
후포중학교,경상북도 환경연수원,경상북도 구미시 금오산로 336-97(남통동),36.1258311,128.3363634
후포중학교,국립백두대간수목원,경상북도 봉화군 춘양면 문수로 2160-3,36.9788,128.73334
후포중학교,국립청소년해양센터,경북 영덕군 영덕읍 영덕대게로 911-44,36.4685589,129.4350989
후포중학교,국립해양과학관,경상북도 울진군 죽변면 해양과학길 8,37.0749605,129.4052629
후포중학교,미래인재교육원,대구 남구 현충로 170,35.847321699999995,128.58504502768838
후포중학교,울진발명교육센터,경북 울진군 근남면 노음6길 22,36.9499466,129.3791071
